Dataset_Index,user:masked_username,user:age_of_account_bins,user:verified,tweet:retweets_bins,tweet:favorites_bins,user:followers_bins,user:friends_bins,user:listed_bins,user:favorites_bins,user:statuses_bins,user:default_profile,user:default_profile_image,tweet:hour_bins,tweet:reply_status,tweet:quote_status
25,username_19,1,no_verified,0,1,4,4,2,3,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
26,username_20,2,no_verified,0,0,3,4,2,4,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
28,username_21,3,no_verified,0,1,0,3,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
30,username_22,4,no_verified,0,0,1,3,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
31,username_23,3,no_verified,0,2,4,2,3,2,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
32,username_24,2,no_verified,0,1,0,0,0,0,0,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
33,username_25,0,no_verified,0,2,3,2,0,2,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
35,username_26,1,no_verified,0,0,1,3,2,1,4,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
36,username_27,2,no_verified,0,0,2,2,2,3,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
37,username_28,2,no_verified,0,0,0,2,1,0,1,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
38,username_29,2,no_verified,0,0,4,4,3,3,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
39,username_30,1,no_verified,0,0,0,0,0,1,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
42,username_31,1,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
43,username_32,4,no_verified,0,0,4,4,3,2,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
46,username_33,3,no_verified,0,0,3,4,1,4,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
48,username_34,3,no_verified,0,0,4,0,3,1,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
49,username_35,3,no_verified,0,0,0,1,0,3,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
50,username_36,0,no_verified,0,0,2,0,1,2,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
51,username_37,0,no_verified,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
52,username_38,0,no_verified,0,2,4,0,3,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
53,username_39,2,no_verified,0,2,3,3,3,3,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
54,username_40,4,no_verified,0,0,2,3,2,4,2,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
55,username_41,1,no_verified,0,0,2,2,0,1,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
56,username_42,2,no_verified,0,0,3,2,2,4,3,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
59,username_43,2,no_verified,0,0,4,3,2,2,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
60,username_44,3,no_verified,0,0,3,4,1,3,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
62,username_45,0,no_verified,0,2,0,0,0,2,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
63,username_46,4,yes_verified,0,2,4,4,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
64,username_47,0,no_verified,0,0,0,1,0,1,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
66,username_48,4,no_verified,0,0,1,2,1,1,1,no_default_profile,no_default_profile_image,2,yes_reply,yes_quote
68,username_49,0,no_verified,0,2,4,0,3,0,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
70,username_50,2,no_verified,0,1,3,4,1,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
71,username_51,4,no_verified,0,0,2,1,1,1,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
72,username_52,4,no_verified,0,0,3,3,2,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
73,username_53,2,no_verified,0,0,2,2,0,1,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
74,username_54,1,no_verified,0,0,1,1,2,0,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
77,username_55,3,no_verified,0,0,4,4,3,1,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
78,username_56,4,no_verified,0,0,0,2,0,4,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
79,username_57,0,no_verified,0,0,2,0,0,4,1,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
80,username_58,3,no_verified,0,1,1,1,0,2,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
81,username_59,1,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
82,username_60,4,no_verified,0,2,4,4,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,yes_quote
83,username_61,1,no_verified,0,0,1,2,0,3,2,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
84,username_62,2,no_verified,0,0,2,1,0,4,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
85,username_63,2,no_verified,0,0,0,2,0,0,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
86,username_64,1,no_verified,0,0,2,2,3,0,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
88,username_65,4,no_verified,0,0,2,4,3,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
90,username_66,2,no_verified,0,0,2,4,1,4,4,no_default_profile,no_default_profile_image,3,no_reply,yes_quote
92,username_67,4,no_verified,0,2,4,3,3,3,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
95,username_68,1,no_verified,0,0,0,0,0,1,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
96,username_69,4,no_verified,0,0,1,3,1,0,1,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
97,username_70,3,no_verified,0,0,1,2,0,1,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
98,username_71,1,no_verified,0,0,1,2,0,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
99,username_72,3,no_verified,0,0,1,2,2,2,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
101,username_73,1,no_verified,0,0,0,1,0,0,0,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
102,username_74,4,no_verified,0,0,2,3,1,1,4,no_default_profile,no_default_profile_image,2,no_reply,yes_quote
103,username_75,4,no_verified,0,0,3,4,2,4,3,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
105,username_76,1,no_verified,0,0,4,2,2,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
106,username_77,0,no_verified,0,0,4,4,1,3,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
107,username_78,2,no_verified,0,0,1,1,2,1,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
109,username_79,3,no_verified,0,0,4,4,2,2,2,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
114,username_80,4,no_verified,0,1,1,4,1,1,1,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
118,username_81,1,no_verified,0,0,3,2,3,4,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
120,username_82,4,no_verified,0,1,1,1,1,2,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
121,username_83,1,no_verified,0,0,3,4,2,4,2,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
122,username_84,0,no_verified,0,0,3,2,2,2,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
123,username_85,2,no_verified,0,0,2,2,1,3,2,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
124,username_86,1,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
126,username_87,3,no_verified,0,0,4,0,2,2,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
127,username_88,4,no_verified,0,0,1,1,1,1,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
129,username_89,4,no_verified,0,0,2,3,2,4,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
131,username_90,1,no_verified,0,0,4,4,3,4,4,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
137,username_91,1,no_verified,0,0,2,0,1,4,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
138,username_92,0,no_verified,0,2,4,3,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
139,username_93,2,no_verified,0,0,2,2,1,3,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
140,username_94,1,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
143,username_95,4,no_verified,0,0,2,1,1,2,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
145,username_96,3,no_verified,0,0,2,1,3,1,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
147,username_97,1,no_verified,0,0,3,3,2,4,4,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
149,username_98,3,no_verified,0,0,2,2,1,0,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
150,username_99,3,no_verified,0,2,1,2,0,2,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
151,username_100,3,no_verified,0,1,3,3,2,3,4,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
152,username_101,3,no_verified,0,0,3,3,3,3,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
155,username_102,0,no_verified,0,0,0,3,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
156,username_103,3,no_verified,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
157,username_104,0,no_verified,0,1,0,2,2,0,2,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
158,username_105,3,no_verified,0,0,3,1,3,2,2,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
159,username_106,2,no_verified,0,1,2,1,0,1,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
161,username_107,2,no_verified,0,0,0,2,0,3,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
162,username_108,0,no_verified,0,0,2,2,1,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
164,username_109,0,no_verified,0,0,3,2,0,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
166,username_110,1,no_verified,0,0,4,4,2,0,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
168,username_111,0,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
169,username_112,0,no_verified,0,0,3,3,2,0,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
170,username_113,2,no_verified,0,0,1,1,0,0,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
171,username_114,1,no_verified,0,2,2,2,0,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
172,username_115,3,no_verified,0,0,2,4,1,1,3,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
173,username_116,2,no_verified,0,2,2,2,1,3,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
174,username_117,1,no_verified,0,0,2,1,1,4,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
175,username_118,0,no_verified,0,0,1,0,1,0,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
177,username_119,2,no_verified,0,0,1,1,2,1,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
178,username_120,0,no_verified,0,2,4,4,2,4,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
179,username_121,3,no_verified,0,2,4,0,3,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
181,username_122,1,no_verified,0,0,3,2,2,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
182,username_123,3,no_verified,0,1,0,0,0,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
183,username_124,4,no_verified,0,0,4,3,3,1,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
184,username_125,4,no_verified,0,0,2,1,0,4,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
187,username_126,2,no_verified,0,0,2,2,0,2,1,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
188,username_127,3,no_verified,0,0,1,1,1,1,0,no_default_profile,no_default_profile_image,4,no_reply,no_quote
189,username_128,3,no_verified,0,1,1,3,1,3,3,no_default_profile,yes_default_profile_image,0,no_reply,no_quote
190,username_129,4,no_verified,0,0,0,2,0,1,0,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
192,username_130,0,no_verified,0,0,3,3,1,4,3,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
193,username_131,3,no_verified,0,0,2,2,2,0,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
194,username_132,0,no_verified,0,2,3,2,1,4,1,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
196,username_133,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
197,username_134,1,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
198,username_135,2,no_verified,0,0,1,1,1,2,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
199,username_136,4,no_verified,0,0,3,4,2,3,3,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
200,username_137,2,no_verified,0,0,4,3,3,1,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
201,username_138,2,no_verified,0,0,4,1,3,3,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
202,username_139,0,no_verified,0,0,4,4,3,4,2,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
203,username_140,1,no_verified,0,0,4,4,3,3,2,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
205,username_141,3,no_verified,0,0,2,1,1,4,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
206,username_142,1,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
207,username_143,3,no_verified,0,0,2,2,2,3,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
208,username_144,3,no_verified,0,1,2,2,0,1,1,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
209,username_145,4,no_verified,0,0,2,4,0,0,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
210,username_146,2,no_verified,0,2,1,1,0,1,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
211,username_147,3,no_verified,0,0,2,0,1,1,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
212,username_148,0,no_verified,0,0,0,1,2,0,1,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
213,username_149,3,no_verified,0,2,4,3,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
214,username_150,4,no_verified,0,0,2,2,0,3,3,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
215,username_151,2,no_verified,0,2,1,0,2,1,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
216,username_152,2,no_verified,0,0,3,2,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
217,username_153,0,no_verified,0,1,1,3,0,3,0,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
220,username_154,1,no_verified,0,0,0,2,0,2,0,yes_default_profile,yes_default_profile_image,4,yes_reply,no_quote
221,username_155,1,no_verified,0,0,0,0,1,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
222,username_156,4,no_verified,0,0,3,1,2,2,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
223,username_157,0,no_verified,0,0,0,1,0,0,0,yes_default_profile,yes_default_profile_image,2,yes_reply,no_quote
224,username_158,3,no_verified,0,0,4,2,2,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
226,username_159,4,no_verified,0,2,2,2,2,4,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
228,username_160,0,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
229,username_161,2,no_verified,0,2,4,4,2,4,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
230,username_162,3,no_verified,0,0,3,3,3,2,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
231,username_163,1,no_verified,0,2,2,1,2,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
233,username_164,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
234,username_165,3,no_verified,0,0,0,2,0,2,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
235,username_166,3,no_verified,0,0,1,4,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
236,username_167,4,no_verified,0,0,1,4,1,3,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
238,username_168,2,no_verified,0,0,1,0,0,0,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
239,username_169,1,no_verified,0,0,1,3,0,1,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
242,username_170,2,no_verified,0,0,1,0,0,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
243,username_171,1,no_verified,0,0,1,3,1,2,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
244,username_172,2,no_verified,0,0,1,2,2,3,2,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
246,username_173,0,no_verified,0,0,0,3,0,1,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
247,username_174,4,no_verified,0,0,1,1,0,0,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
248,username_175,1,no_verified,0,0,1,4,0,3,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
249,username_176,0,no_verified,0,2,2,2,0,3,1,no_default_profile,no_default_profile_image,1,no_reply,yes_quote
250,username_177,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
251,username_178,2,no_verified,0,0,4,4,3,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
252,username_179,1,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
254,username_180,4,no_verified,0,0,0,0,1,0,1,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
255,username_181,2,no_verified,0,0,4,4,3,2,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
256,username_182,1,no_verified,0,0,3,3,0,3,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
257,username_183,4,no_verified,0,0,3,0,0,0,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
258,username_184,2,no_verified,0,0,1,2,1,3,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
259,username_185,2,no_verified,0,0,1,3,0,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
262,username_186,4,no_verified,0,0,2,2,0,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
264,username_187,0,no_verified,0,1,2,4,2,4,3,no_default_profile,no_default_profile_image,2,no_reply,yes_quote
265,username_188,2,no_verified,0,2,3,3,1,0,0,no_default_profile,no_default_profile_image,4,no_reply,no_quote
266,username_189,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
267,username_190,4,no_verified,0,0,1,0,2,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
268,username_191,2,no_verified,0,0,3,2,2,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
269,username_192,1,no_verified,0,0,1,3,0,1,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
270,username_193,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,0,yes_reply,no_quote
271,username_194,3,no_verified,0,0,2,2,2,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
272,username_195,0,no_verified,0,0,1,0,1,0,1,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
274,username_196,0,no_verified,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
277,username_197,3,no_verified,0,0,1,2,1,2,2,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
278,username_198,0,no_verified,0,0,3,0,1,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
279,username_199,4,no_verified,0,1,1,2,1,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
281,username_200,1,no_verified,0,0,1,1,0,3,2,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
282,username_201,3,no_verified,0,0,1,3,0,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
283,username_202,2,no_verified,0,0,0,0,0,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
286,username_203,0,no_verified,0,2,1,1,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
287,username_204,3,no_verified,0,0,4,3,3,4,3,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
288,username_205,1,no_verified,0,0,3,3,1,4,3,no_default_profile,no_default_profile_image,0,no_reply,yes_quote
289,username_206,3,no_verified,0,0,4,4,2,4,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
293,username_207,4,no_verified,0,0,1,2,2,1,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
295,username_208,4,no_verified,0,1,4,4,3,1,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
296,username_209,4,no_verified,0,0,2,3,2,1,0,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
297,username_210,0,no_verified,0,1,1,1,0,0,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
299,username_211,3,no_verified,0,0,3,4,3,0,1,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
300,username_212,2,no_verified,0,0,1,0,0,2,3,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
301,username_213,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
302,username_214,2,no_verified,0,0,3,3,1,2,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
303,username_215,3,no_verified,0,0,2,3,0,0,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
304,username_216,0,no_verified,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
305,username_217,4,no_verified,0,0,3,3,1,4,4,yes_default_profile,no_default_profile_image,2,no_reply,yes_quote
307,username_218,3,no_verified,0,0,2,1,0,3,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
308,username_219,4,yes_verified,0,2,4,3,3,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
309,username_220,4,no_verified,0,1,4,4,3,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
311,username_221,1,no_verified,0,0,4,2,2,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
312,username_222,4,no_verified,0,2,4,3,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
314,username_223,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
315,username_224,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
316,username_225,1,no_verified,0,2,4,4,3,4,3,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
318,username_226,1,no_verified,0,0,1,0,1,3,3,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
319,username_227,2,no_verified,0,1,2,1,0,3,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
320,username_228,2,no_verified,0,0,1,0,0,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
322,username_229,0,no_verified,0,0,1,1,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
323,username_230,3,no_verified,0,2,3,2,1,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
324,username_231,4,no_verified,0,0,1,3,2,3,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
325,username_232,2,no_verified,0,0,2,1,0,3,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
326,username_233,4,no_verified,0,0,2,3,1,2,2,no_default_profile,no_default_profile_image,3,no_reply,yes_quote
328,username_234,4,no_verified,0,0,3,4,3,2,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
329,username_235,2,no_verified,0,0,3,3,2,1,1,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
330,username_236,2,no_verified,0,2,4,0,3,4,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
331,username_237,1,no_verified,0,0,0,1,0,2,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
333,username_238,1,no_verified,0,0,1,3,2,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
334,username_239,3,no_verified,0,2,1,3,0,1,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
336,username_240,0,no_verified,0,0,3,2,0,3,3,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
337,username_241,0,no_verified,0,0,1,1,0,0,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
338,username_242,3,no_verified,0,0,1,3,0,4,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
339,username_243,3,no_verified,0,0,2,1,1,1,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
340,username_244,2,no_verified,0,1,1,2,0,0,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
341,username_245,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
343,username_246,3,no_verified,0,0,3,3,2,3,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
