Dataset_Index,user:masked_username,tweet:retweets_bins,tweet:favorites_bins,user:followers_bins,user:friends_bins,user:listed_bins,user:favorites_bins,user:statuses_bins,user:default_profile,user:default_profile_image,tweet:hour_bins,tweet:reply_status,tweet:quote_status
mexa3t_es_123,username_92,0,0,1,3,2,0,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_125,username_93,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_126,username_94,0,0,1,3,2,3,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_127,username_95,0,0,1,3,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_128,username_96,0,2,0,1,0,3,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_129,username_97,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_130,username_98,0,1,0,3,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_131,username_99,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_134,username_100,0,0,1,2,1,2,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_136,username_101,0,0,1,3,3,2,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_137,username_102,0,2,1,3,2,3,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_138,username_103,0,0,0,0,0,1,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_140,username_104,0,0,0,2,1,0,2,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_141,username_105,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_142,username_106,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_143,username_107,0,0,1,3,2,2,1,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_145,username_108,0,0,0,1,0,1,0,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_147,username_109,0,0,1,1,2,4,4,no_default_profile,no_default_profile_image,1,no_reply,yes_quote
mexa3t_es_149,username_110,0,1,1,3,2,3,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_150,username_111,0,0,1,4,3,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_151,username_112,0,0,0,2,0,1,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_152,username_113,0,0,1,4,3,4,3,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_155,username_114,0,0,0,3,2,4,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_156,username_115,0,0,0,2,2,1,1,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_159,username_116,0,1,0,0,0,1,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_160,username_117,0,2,0,0,0,4,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_162,username_118,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_163,username_119,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_164,username_120,0,0,1,2,3,4,3,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_165,username_121,0,0,0,3,0,2,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_166,username_122,0,0,1,3,2,2,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_168,username_123,0,1,1,3,0,3,1,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_169,username_124,0,0,1,4,0,2,1,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_171,username_125,0,0,0,0,0,2,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_173,username_126,0,0,1,4,3,3,3,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_174,username_127,0,0,1,1,3,1,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_175,username_128,0,0,0,1,0,2,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_176,username_129,0,0,0,2,0,2,1,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_177,username_74,0,1,1,3,1,1,1,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_178,username_130,0,0,1,0,0,1,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_180,username_131,0,0,0,0,0,2,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_181,username_132,0,2,1,4,2,4,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_182,username_133,0,0,1,4,1,3,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_183,username_134,0,0,0,0,0,2,1,yes_default_profile,yes_default_profile_image,2,yes_reply,no_quote
mexa3t_es_184,username_135,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_185,username_136,0,0,0,0,0,1,0,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_187,username_137,0,0,1,1,2,4,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_189,username_138,0,1,1,4,2,4,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_190,username_139,0,0,1,4,3,4,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_191,username_140,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_192,username_141,0,0,0,4,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_193,username_142,0,0,1,3,3,0,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_194,username_143,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_195,username_144,0,0,0,0,0,3,1,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_196,username_145,0,2,1,4,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_197,username_146,0,0,0,3,0,0,1,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_198,username_147,0,0,0,2,0,2,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_199,username_148,0,2,1,1,0,1,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_200,username_149,0,0,0,3,1,1,1,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_201,username_150,0,0,1,3,1,3,3,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_202,username_151,0,2,0,0,0,0,0,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_205,username_152,0,2,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_206,username_34,0,0,1,3,2,3,4,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_207,username_153,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_208,username_154,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_210,username_155,0,0,0,4,1,3,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_211,username_156,0,0,0,0,1,1,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_213,username_157,0,0,0,0,0,2,1,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_214,username_158,0,0,1,0,1,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_215,username_159,0,2,1,1,2,4,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_216,username_160,0,0,0,2,0,1,1,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_217,username_161,0,0,0,3,0,0,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_218,username_162,0,0,1,4,3,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_220,username_163,0,0,1,1,2,3,2,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_221,username_164,0,0,1,4,1,2,3,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_222,username_165,0,0,0,1,1,2,1,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_223,username_166,0,0,1,4,3,4,2,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_224,username_167,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_225,username_168,0,0,1,3,3,2,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_227,username_169,0,0,0,1,0,2,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_228,username_170,0,0,0,3,0,2,0,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_229,username_171,0,2,0,1,0,2,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_231,username_172,0,0,1,3,1,4,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_233,username_173,0,1,1,0,2,4,2,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_236,username_73,0,0,1,4,3,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_237,username_174,0,0,0,2,1,1,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_238,username_175,0,0,1,4,2,4,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_239,username_176,0,1,1,3,2,2,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_240,username_177,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_241,username_178,0,0,0,0,0,1,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_242,username_179,0,0,0,3,1,0,1,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_243,username_180,0,0,1,4,1,2,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_245,username_181,0,0,0,0,1,0,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_246,username_182,0,0,0,1,0,0,0,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_247,username_183,0,0,0,4,1,3,2,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_249,username_184,0,2,1,3,1,2,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_251,username_185,0,0,1,4,2,2,3,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_252,username_186,0,1,0,4,0,3,0,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_253,username_52,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_256,username_187,0,0,0,0,0,3,2,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_257,username_188,0,0,0,2,0,1,1,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_258,username_189,0,0,1,2,1,1,1,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
mexa3t_es_259,username_190,0,0,1,2,3,0,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_260,username_191,0,0,1,4,3,0,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_261,username_192,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_264,username_193,0,0,0,1,1,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_265,username_194,0,0,1,4,3,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_266,username_195,0,2,1,2,0,2,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_268,username_196,0,2,1,4,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_269,username_197,0,0,0,2,2,1,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_271,username_198,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_272,username_199,0,2,0,0,0,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_273,username_200,0,0,0,2,0,0,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_275,username_201,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_276,username_202,0,0,1,4,3,1,4,no_default_profile,no_default_profile_image,1,no_reply,yes_quote
mexa3t_es_277,username_203,0,0,1,3,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_278,username_204,0,2,1,3,3,0,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_279,username_205,0,0,1,4,3,3,4,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_281,username_206,0,0,1,3,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_283,username_207,0,0,0,2,0,3,1,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_284,username_208,0,2,1,3,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_285,username_209,0,0,0,3,2,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_286,username_210,0,0,0,1,0,1,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_287,username_211,0,0,1,4,3,3,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_288,username_212,0,2,1,4,3,2,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_290,username_213,0,0,1,4,2,4,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_291,username_214,0,0,1,1,0,0,4,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
mexa3t_es_292,username_215,0,1,1,4,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_294,username_216,0,2,1,1,3,4,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_295,username_217,0,0,1,3,0,4,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_297,username_218,0,0,1,2,1,4,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_299,username_219,0,0,1,4,1,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_300,username_220,0,0,0,0,1,4,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_301,username_198,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_302,username_221,0,2,1,4,3,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_304,username_222,0,0,0,1,2,3,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_305,username_223,0,0,0,2,0,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_306,username_224,0,0,0,2,2,4,3,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
mexa3t_es_307,username_225,0,0,0,1,0,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
mexa3t_es_308,username_226,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_312,username_227,0,2,0,2,1,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_313,username_228,0,0,1,4,0,4,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
mexa3t_es_314,username_229,0,0,0,4,1,0,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
mexa3t_es_315,username_230,0,0,1,4,3,1,4,no_default_profile,no_default_profile_image,1,no_reply,yes_quote
mexa3t_es_316,username_231,0,2,1,4,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
