Dataset_Index,user:masked_username,tweet:retweets_bins,tweet:favorites_bins,user:followers_bins,user:friends_bins,user:listed_bins,user:favorites_bins,user:statuses_bins,user:default_profile,user:default_profile_image,tweet:hour_bins,tweet:reply_status,tweet:quote_status
hasoc_en_80,username_68,1,0,2,2,1,2,2,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
hasoc_en_81,username_69,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_82,username_70,0,1,0,1,0,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_84,username_71,0,0,2,2,2,2,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_85,username_72,0,1,0,0,0,1,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_86,username_73,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,3,no_reply,yes_quote
hasoc_en_87,username_74,0,0,0,1,0,2,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_88,username_75,0,0,3,2,2,3,3,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
hasoc_en_91,username_76,0,0,3,3,2,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_92,username_77,0,0,2,3,0,4,1,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
hasoc_en_93,username_78,0,0,1,1,2,0,1,yes_default_profile,no_default_profile_image,9,no_reply,yes_quote
hasoc_en_94,username_66,1,1,3,0,0,0,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_95,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_97,username_79,1,2,4,4,3,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_98,username_80,0,2,4,1,3,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_99,username_81,0,0,4,3,3,4,4,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_100,username_82,0,0,3,3,2,4,4,no_default_profile,no_default_profile_image,7,no_reply,no_quote
hasoc_en_101,username_83,0,0,2,2,1,1,2,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
hasoc_en_102,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_103,username_84,0,0,4,3,1,4,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_104,username_85,0,0,4,4,2,2,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_105,username_86,0,0,0,1,0,1,1,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
hasoc_en_106,username_87,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_107,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_108,username_88,1,2,2,2,2,2,2,no_default_profile,no_default_profile_image,6,no_reply,no_quote
hasoc_en_109,username_89,0,0,0,0,0,0,1,yes_default_profile,yes_default_profile_image,8,yes_reply,no_quote
hasoc_en_110,username_90,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_111,username_91,0,0,2,2,1,1,2,no_default_profile,no_default_profile_image,2,no_reply,yes_quote
hasoc_en_112,username_92,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_113,username_93,0,0,4,0,3,0,4,no_default_profile,no_default_profile_image,7,no_reply,no_quote
hasoc_en_114,username_94,0,0,3,2,2,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_117,username_95,0,1,2,3,1,1,1,no_default_profile,no_default_profile_image,6,yes_reply,no_quote
hasoc_en_118,username_96,0,0,2,1,1,4,4,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
hasoc_en_119,username_97,0,1,4,4,3,4,4,yes_default_profile,no_default_profile_image,9,no_reply,yes_quote
hasoc_en_120,username_98,1,2,4,4,3,2,3,no_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_121,username_99,0,0,2,1,0,4,3,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
hasoc_en_122,username_100,0,0,3,2,0,0,0,yes_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_123,username_101,0,0,3,4,0,3,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_124,username_102,0,1,3,2,3,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_125,username_103,0,0,2,3,1,1,3,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_126,username_104,1,1,4,4,2,3,3,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
hasoc_en_127,username_105,0,0,1,1,1,0,0,no_default_profile,no_default_profile_image,8,yes_reply,no_quote
hasoc_en_128,username_106,0,0,2,3,1,2,3,no_default_profile,no_default_profile_image,7,no_reply,no_quote
hasoc_en_129,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_130,username_107,0,0,2,3,1,2,2,yes_default_profile,no_default_profile_image,7,yes_reply,no_quote
hasoc_en_131,username_108,0,0,2,2,1,2,1,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
hasoc_en_133,username_109,0,1,1,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_135,username_110,0,0,2,2,0,3,2,yes_default_profile,no_default_profile_image,8,no_reply,yes_quote
hasoc_en_136,username_111,0,0,2,3,2,2,2,no_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_137,username_112,0,1,3,3,0,1,1,yes_default_profile,no_default_profile_image,8,yes_reply,no_quote
hasoc_en_138,username_113,0,0,1,1,0,3,2,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
hasoc_en_139,username_114,0,0,4,4,3,4,4,no_default_profile,no_default_profile_image,5,no_reply,yes_quote
hasoc_en_140,username_1,1,2,4,0,3,0,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_141,username_115,0,0,1,1,0,4,2,yes_default_profile,no_default_profile_image,8,yes_reply,no_quote
hasoc_en_142,username_116,0,0,0,0,0,0,1,yes_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_143,username_117,0,0,1,1,1,3,3,no_default_profile,no_default_profile_image,1,no_reply,yes_quote
hasoc_en_144,username_118,1,2,4,2,3,1,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_145,username_119,0,0,2,2,0,1,2,no_default_profile,no_default_profile_image,9,yes_reply,no_quote
hasoc_en_147,username_120,1,2,4,4,2,4,3,yes_default_profile,no_default_profile_image,7,no_reply,no_quote
hasoc_en_148,username_121,0,1,3,3,2,3,2,yes_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_149,username_122,0,1,2,3,0,2,1,no_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_152,username_123,1,1,2,1,0,4,3,yes_default_profile,no_default_profile_image,7,no_reply,yes_quote
hasoc_en_153,username_124,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_154,username_125,0,0,1,1,0,2,1,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_155,username_126,0,0,2,2,0,4,3,yes_default_profile,no_default_profile_image,5,no_reply,yes_quote
hasoc_en_156,username_127,0,0,3,4,1,4,2,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_157,username_33,1,2,4,4,3,4,4,yes_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_158,username_128,0,0,4,1,3,3,4,no_default_profile,no_default_profile_image,8,yes_reply,no_quote
hasoc_en_160,username_129,0,0,3,3,0,3,2,yes_default_profile,no_default_profile_image,9,yes_reply,no_quote
hasoc_en_161,username_130,0,0,1,1,0,0,0,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
hasoc_en_162,username_131,0,0,0,0,0,0,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_164,username_132,0,0,3,3,3,3,3,no_default_profile,no_default_profile_image,5,no_reply,yes_quote
hasoc_en_165,username_133,0,0,4,4,1,4,2,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_166,username_134,0,1,4,4,2,4,4,no_default_profile,no_default_profile_image,9,yes_reply,no_quote
hasoc_en_168,username_135,1,2,4,4,2,4,3,no_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_169,username_136,0,0,4,4,3,4,4,no_default_profile,no_default_profile_image,9,no_reply,yes_quote
hasoc_en_170,username_137,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_171,username_138,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,8,yes_reply,no_quote
hasoc_en_172,username_139,0,1,0,0,0,1,0,yes_default_profile,no_default_profile_image,8,yes_reply,no_quote
hasoc_en_173,username_140,0,1,3,3,3,2,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_174,username_141,0,0,1,1,1,1,1,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
hasoc_en_175,username_142,0,0,4,4,2,3,2,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_176,username_143,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_177,username_144,0,0,2,3,1,3,1,no_default_profile,no_default_profile_image,6,yes_reply,no_quote
hasoc_en_178,username_145,0,0,3,3,0,3,3,no_default_profile,no_default_profile_image,6,yes_reply,no_quote
hasoc_en_179,username_20,0,0,2,2,1,0,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_180,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_181,username_146,0,0,2,2,0,3,2,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_182,username_147,0,0,0,2,0,1,1,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
hasoc_en_183,username_148,0,0,4,4,2,4,4,no_default_profile,no_default_profile_image,2,no_reply,yes_quote
hasoc_en_184,username_149,1,2,3,3,2,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_185,username_150,0,0,0,1,0,1,1,yes_default_profile,no_default_profile_image,8,no_reply,no_quote
hasoc_en_186,username_151,0,1,0,2,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_187,username_152,0,1,0,1,0,1,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_189,username_153,0,0,3,4,3,0,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_190,username_154,0,0,1,2,0,0,0,yes_default_profile,yes_default_profile_image,9,yes_reply,no_quote
hasoc_en_191,username_155,0,0,3,4,2,4,3,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
hasoc_en_192,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_193,username_156,0,1,2,1,0,2,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_195,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_196,username_157,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,9,yes_reply,no_quote
hasoc_en_197,username_158,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_199,username_159,0,1,4,3,3,3,3,no_default_profile,no_default_profile_image,9,yes_reply,no_quote
hasoc_en_200,username_160,0,1,0,1,0,0,0,no_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_201,username_161,0,2,0,2,0,0,0,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_203,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_204,username_149,1,2,3,3,2,4,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_205,username_162,0,2,4,4,3,4,2,no_default_profile,no_default_profile_image,7,no_reply,no_quote
hasoc_en_206,username_163,0,0,4,4,3,4,4,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_207,username_164,0,2,1,2,0,0,0,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
hasoc_en_208,username_165,0,1,4,4,2,4,4,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_209,username_56,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_210,username_166,0,0,2,0,3,1,3,no_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_211,username_167,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_212,username_168,1,0,0,0,0,0,2,yes_default_profile,yes_default_profile_image,3,no_reply,yes_quote
hasoc_en_213,username_169,0,0,0,0,0,1,1,no_default_profile,no_default_profile_image,9,yes_reply,no_quote
hasoc_en_214,username_170,0,0,1,2,2,1,2,yes_default_profile,yes_default_profile_image,8,yes_reply,no_quote
hasoc_en_216,username_171,0,0,4,4,2,3,4,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
hasoc_en_217,username_172,0,0,1,0,0,3,1,yes_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_218,username_173,0,0,2,3,2,0,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
hasoc_en_220,username_174,1,0,3,3,3,1,2,no_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_221,username_175,0,0,2,2,0,4,3,yes_default_profile,no_default_profile_image,5,yes_reply,no_quote
hasoc_en_222,username_176,0,1,0,0,0,0,0,yes_default_profile,yes_default_profile_image,0,no_reply,no_quote
hasoc_en_223,username_177,0,0,1,0,0,0,2,yes_default_profile,no_default_profile_image,9,yes_reply,no_quote
hasoc_en_224,username_178,0,1,4,4,3,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_226,username_179,0,0,0,2,0,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_228,username_180,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_229,username_181,0,0,3,3,2,4,3,yes_default_profile,no_default_profile_image,7,yes_reply,no_quote
hasoc_en_230,username_182,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_232,username_183,0,0,4,4,3,4,4,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
hasoc_en_233,username_184,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
hasoc_en_234,username_185,0,0,2,3,2,1,3,no_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_235,username_181,0,0,3,3,2,4,3,yes_default_profile,no_default_profile_image,7,yes_reply,no_quote
hasoc_en_236,username_119,0,0,2,2,0,1,2,no_default_profile,no_default_profile_image,2,no_reply,yes_quote
hasoc_en_238,username_186,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_239,username_187,0,1,3,2,1,4,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
hasoc_en_240,username_188,1,2,0,1,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_241,username_189,0,2,4,3,3,3,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_242,username_1,1,2,4,0,3,0,4,no_default_profile,no_default_profile_image,6,no_reply,no_quote
hasoc_en_243,username_190,1,2,4,4,3,1,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_244,username_191,1,2,4,1,3,1,4,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
hasoc_en_245,username_192,0,0,2,2,0,4,3,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
hasoc_en_246,username_193,0,1,1,1,0,0,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_247,username_194,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_249,username_195,1,2,3,2,2,3,3,no_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_251,username_196,0,1,4,4,3,4,4,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_252,username_197,0,0,3,3,3,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_253,username_198,0,1,1,1,1,3,2,no_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_254,username_199,0,0,1,1,0,3,1,yes_default_profile,no_default_profile_image,7,no_reply,no_quote
hasoc_en_255,username_200,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_256,username_201,1,2,3,0,0,3,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_257,username_202,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_259,username_203,0,0,0,0,0,0,1,no_default_profile,yes_default_profile_image,6,no_reply,yes_quote
hasoc_en_260,username_204,0,0,1,2,0,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_261,username_205,0,0,2,2,3,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_262,username_206,0,0,3,3,2,4,3,no_default_profile,no_default_profile_image,9,no_reply,no_quote
hasoc_en_264,username_207,0,0,1,3,0,1,1,no_default_profile,no_default_profile_image,8,no_reply,yes_quote
hasoc_en_265,username_208,0,0,2,2,0,1,1,yes_default_profile,no_default_profile_image,9,no_reply,yes_quote
hasoc_en_266,username_209,0,0,3,3,3,3,4,no_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_267,username_210,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,5,no_reply,no_quote
hasoc_en_268,username_211,0,0,4,4,2,3,4,no_default_profile,no_default_profile_image,8,no_reply,no_quote
hasoc_en_269,username_212,0,0,2,1,1,1,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
hasoc_en_270,username_213,0,0,4,4,2,3,3,no_default_profile,no_default_profile_image,4,no_reply,yes_quote
hasoc_en_271,username_214,0,0,3,4,0,3,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
hasoc_en_272,username_215,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_273,username_216,1,2,0,0,0,0,0,yes_default_profile,yes_default_profile_image,5,no_reply,no_quote
hasoc_en_275,username_217,0,0,1,0,1,2,2,yes_default_profile,no_default_profile_image,8,no_reply,no_quote
hasoc_en_276,username_218,0,0,1,1,0,3,2,no_default_profile,no_default_profile_image,7,yes_reply,no_quote
hasoc_en_277,username_219,0,0,4,4,2,4,4,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
hasoc_en_279,username_220,1,1,2,0,3,3,3,no_default_profile,no_default_profile_image,7,yes_reply,no_quote
hasoc_en_280,username_221,0,0,2,3,2,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
hasoc_en_281,username_222,1,2,3,2,2,4,3,yes_default_profile,no_default_profile_image,6,no_reply,no_quote
hasoc_en_282,username_223,1,2,3,3,2,1,1,no_default_profile,no_default_profile_image,5,no_reply,yes_quote
