Dataset_Index,user:masked_username,tweet:retweets_bins,tweet:favorites_bins,user:followers_bins,user:friends_bins,user:listed_bins,user:favorites_bins,user:statuses_bins,user:default_profile,user:default_profile_image,tweet:hour_bins,tweet:reply_status,tweet:quote_status
20197,username_117,0,2,3,4,1,2,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20198,username_118,0,0,2,2,2,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20201,username_119,0,1,2,3,3,4,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20205,username_120,0,0,3,4,2,4,2,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
20206,username_121,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,3,no_reply,no_quote
20207,username_122,0,0,2,3,3,2,4,no_default_profile,no_default_profile_image,4,no_reply,yes_quote
20208,username_123,0,0,1,2,0,2,2,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
20211,username_124,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,2,yes_reply,no_quote
20214,username_125,0,0,2,2,0,1,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
20215,username_126,0,0,0,1,0,0,0,no_default_profile,no_default_profile_image,2,no_reply,yes_quote
20218,username_127,0,0,3,4,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20219,username_128,0,2,1,1,0,2,1,yes_default_profile,no_default_profile_image,2,no_reply,yes_quote
20220,username_129,0,0,3,4,0,1,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20222,username_130,0,0,0,0,2,0,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20227,username_131,0,0,1,1,2,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20230,username_132,0,0,0,0,0,3,1,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
20234,username_133,0,0,1,2,0,2,2,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
20235,username_134,0,0,1,2,0,1,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20237,username_135,0,1,3,3,2,0,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20238,username_136,0,0,1,1,0,3,1,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
20239,username_137,0,0,1,4,0,0,0,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
20245,username_138,0,2,2,4,0,4,2,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
20246,username_139,0,0,3,3,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20247,username_140,0,0,2,1,1,1,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
20248,username_141,0,2,3,3,3,2,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20249,username_142,0,0,1,2,0,2,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20250,username_143,0,0,2,3,2,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20251,username_144,0,0,2,3,3,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20252,username_145,0,0,1,3,2,2,3,no_default_profile,no_default_profile_image,4,no_reply,yes_quote
20254,username_146,0,0,3,2,3,1,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20256,username_147,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,0,yes_reply,no_quote
20257,username_148,0,0,0,2,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
20258,username_149,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
20259,username_150,0,0,3,4,3,3,2,no_default_profile,no_default_profile_image,2,no_reply,yes_quote
20261,username_151,0,0,0,0,0,1,1,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
20262,username_152,0,0,0,1,0,1,1,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
20263,username_153,0,2,1,1,0,2,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20266,username_154,0,0,2,3,0,3,2,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
20267,username_155,0,1,0,0,0,0,0,yes_default_profile,yes_default_profile_image,4,yes_reply,no_quote
20268,username_156,0,0,3,1,3,4,4,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
20269,username_157,0,0,0,0,0,1,1,yes_default_profile,no_default_profile_image,4,no_reply,yes_quote
20270,username_158,0,0,2,2,2,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20272,username_159,0,0,3,4,0,4,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20273,username_160,0,0,3,3,2,4,3,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20274,username_161,0,0,2,2,1,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20275,username_162,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20276,username_163,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20278,username_164,0,0,2,3,0,3,3,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
20279,username_165,0,0,1,2,1,1,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
20280,username_166,0,0,3,3,2,4,4,yes_default_profile,no_default_profile_image,3,no_reply,yes_quote
20281,username_167,0,0,1,0,1,0,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20283,username_168,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
20284,username_169,0,0,2,4,2,0,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20285,username_170,0,0,1,0,1,1,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20287,username_171,0,2,3,3,3,4,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20289,username_172,0,2,3,4,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20291,username_173,0,2,3,1,3,1,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20292,username_174,0,0,3,4,3,2,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20293,username_175,0,2,3,4,3,3,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20296,username_176,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
20297,username_177,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20298,username_178,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,1,yes_reply,no_quote
20299,username_179,0,0,1,3,0,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20304,username_180,0,0,1,1,0,1,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
20306,username_181,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
20308,username_182,0,0,3,4,3,4,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20309,username_183,0,2,3,4,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20310,username_184,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,3,no_reply,yes_quote
20311,username_185,0,0,1,2,1,1,1,yes_default_profile,no_default_profile_image,0,no_reply,yes_quote
20312,username_186,0,0,1,0,0,0,0,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
20314,username_187,0,0,3,4,3,4,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20316,username_188,0,2,3,2,3,4,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20318,username_189,0,2,2,2,2,4,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
20319,username_190,0,0,3,2,3,2,4,no_default_profile,no_default_profile_image,3,no_reply,yes_quote
20320,username_191,0,2,2,3,0,1,0,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
20321,username_192,0,0,2,3,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20322,username_193,0,0,2,3,2,3,4,no_default_profile,no_default_profile_image,3,no_reply,yes_quote
20324,username_194,0,0,0,0,0,2,2,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
20325,username_195,0,0,0,0,0,2,1,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
20327,username_196,0,2,2,0,2,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
20328,username_197,0,0,1,2,0,1,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
20329,username_198,0,0,1,0,0,2,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
20330,username_199,0,0,3,4,3,4,4,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
20331,username_200,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20332,username_201,0,2,3,4,3,4,4,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
20333,username_202,0,0,1,2,0,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20335,username_203,0,0,1,4,0,2,1,yes_default_profile,yes_default_profile_image,2,no_reply,no_quote
20336,username_204,0,0,1,1,0,1,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20338,username_205,0,0,2,3,0,1,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20343,username_206,0,2,1,0,0,2,3,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
20344,username_207,0,0,1,3,1,3,2,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
20349,username_208,0,1,1,1,1,4,4,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
20351,username_209,0,2,3,0,3,1,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20352,username_210,0,0,2,3,1,2,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20354,username_211,0,0,1,4,1,0,1,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
20355,username_212,0,0,3,4,2,4,0,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
20356,username_213,0,0,2,2,0,3,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20358,username_214,0,0,1,0,0,1,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20359,username_215,0,0,3,3,3,4,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20363,username_216,0,1,1,0,0,2,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20365,username_217,0,0,0,1,0,2,0,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
20366,username_218,0,0,0,0,0,1,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20367,username_219,0,1,2,0,0,1,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20369,username_220,0,0,2,2,1,0,1,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20372,username_221,0,2,3,3,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20374,username_222,0,0,3,3,3,3,4,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
20377,username_223,0,0,0,2,0,1,1,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
20378,username_224,0,1,2,3,3,1,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20379,username_225,0,0,1,3,1,2,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20380,username_226,0,2,1,2,0,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20381,username_227,0,1,1,3,2,1,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20382,username_228,0,0,3,3,3,4,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20383,username_229,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
20385,username_230,0,0,0,1,0,1,1,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
20386,username_231,0,0,0,1,0,2,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
20387,username_232,0,0,3,4,3,1,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
20388,username_233,0,0,1,2,0,2,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20389,username_234,0,0,0,3,0,2,1,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
20390,username_235,0,0,2,0,2,1,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20394,username_236,0,0,2,3,3,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20395,username_237,0,0,1,0,0,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20397,username_238,0,0,2,0,3,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
20398,username_239,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
20401,username_240,0,2,3,4,3,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20402,username_241,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
20403,username_242,0,2,3,1,2,2,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20404,username_243,0,0,0,0,1,3,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20406,username_244,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20407,username_245,0,0,1,0,3,3,4,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
20408,username_246,0,0,2,1,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20409,username_247,0,0,3,4,3,4,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20410,username_248,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20411,username_249,0,0,0,0,1,0,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20412,username_250,0,0,0,1,0,2,0,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
20413,username_251,0,0,0,0,1,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
20416,username_252,0,0,2,3,1,2,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
20417,username_253,0,0,3,3,3,0,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20418,username_254,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
20422,username_255,0,0,3,1,3,4,4,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
20423,username_256,0,0,1,2,3,4,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20424,username_257,0,0,1,1,0,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20426,username_258,0,0,0,1,0,2,0,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
20427,username_259,0,0,1,4,2,0,4,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
20431,username_260,0,0,0,0,0,0,1,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
20432,username_261,0,0,2,3,0,3,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
20433,username_262,0,0,1,1,1,2,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
20434,username_263,0,1,3,4,3,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
20436,username_264,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
20437,username_265,0,2,3,1,3,3,2,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
20438,username_266,0,0,2,3,1,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20439,username_267,0,0,2,1,1,3,2,yes_default_profile,no_default_profile_image,2,yes_reply,no_quote
20443,username_268,0,0,0,0,0,1,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
20444,username_269,0,0,2,2,2,4,4,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
20445,username_270,0,1,1,1,0,1,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
20446,username_271,0,1,2,2,0,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
20447,username_272,0,1,3,3,3,3,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
20450,username_273,0,0,2,3,0,4,4,no_default_profile,no_default_profile_image,4,yes_reply,yes_quote
20452,username_274,0,0,3,2,3,4,4,yes_default_profile,no_default_profile_image,3,yes_reply,no_quote
20453,username_275,0,0,2,4,2,3,1,yes_default_profile,no_default_profile_image,4,yes_reply,no_quote
