Dataset_Index,user:masked_username,user:age_of_account_bins,user:verified,tweet:retweets_bins,tweet:favorites_bins,user:followers_bins,user:friends_bins,user:listed_bins,user:favorites_bins,user:statuses_bins,user:default_profile,user:default_profile_image,tweet:hour_bins,tweet:reply_status,tweet:quote_status
177,username_1692,2,no_verified,1,0,1,3,3,2,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
178,username_1693,0,no_verified,3,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,2,no_reply,no_quote
180,username_1694,3,no_verified,2,0,1,1,1,1,2,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
182,username_1695,4,no_verified,2,0,4,1,4,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
184,username_1696,1,no_verified,2,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
187,username_1697,3,no_verified,1,0,3,3,4,4,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
188,username_1698,4,no_verified,3,0,2,2,3,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
189,username_1699,2,no_verified,3,0,1,3,2,0,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
190,username_1700,0,no_verified,1,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,2,no_reply,no_quote
191,username_1701,4,no_verified,1,0,4,3,4,4,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
192,username_1702,3,no_verified,3,0,1,1,0,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
193,username_1703,2,no_verified,4,0,1,3,2,2,2,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
195,username_1704,1,no_verified,4,0,2,0,1,1,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
196,username_1705,1,no_verified,4,0,2,0,0,3,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
202,username_1706,0,no_verified,1,0,0,0,3,2,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
204,username_1707,1,no_verified,1,0,4,2,4,4,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
206,username_1708,2,no_verified,3,0,4,4,4,4,4,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
207,username_1709,0,no_verified,1,0,0,0,0,1,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
212,username_1710,3,no_verified,4,0,4,4,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
214,username_1711,4,no_verified,0,0,4,0,4,0,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
216,username_1712,1,no_verified,2,0,3,1,3,2,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
217,username_1713,3,no_verified,2,0,3,4,2,2,2,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
218,username_1714,3,no_verified,3,0,1,2,0,2,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
222,username_1715,1,no_verified,4,0,1,1,0,2,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
223,username_1716,2,no_verified,4,0,0,0,0,1,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
224,username_1717,1,no_verified,2,0,0,0,1,2,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
227,username_1718,1,no_verified,2,0,4,4,4,1,3,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
228,username_1719,1,no_verified,4,0,2,3,0,3,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
230,username_1720,0,no_verified,1,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
231,username_1721,2,no_verified,3,0,0,0,2,0,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
232,username_1722,2,no_verified,4,0,0,0,1,1,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
233,username_1723,4,no_verified,2,0,3,2,4,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
235,username_1724,3,no_verified,1,0,1,2,0,0,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
236,username_1725,2,no_verified,3,0,1,2,2,3,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
237,username_1678,4,no_verified,0,0,4,3,4,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
239,username_1726,2,no_verified,4,0,4,3,2,3,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
240,username_1727,2,no_verified,3,0,2,2,0,1,1,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
242,username_1728,1,no_verified,0,0,1,2,2,0,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
243,username_1729,0,no_verified,0,0,0,0,0,0,3,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
245,username_1730,4,no_verified,4,0,4,0,3,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
248,username_1731,1,no_verified,3,0,3,3,3,4,4,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
251,username_1732,1,no_verified,4,0,3,1,3,3,2,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
254,username_1733,0,no_verified,1,0,1,1,2,0,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
256,username_1734,2,no_verified,2,0,3,3,2,3,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
258,username_1735,3,no_verified,4,0,3,3,2,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
259,username_1736,1,no_verified,1,0,1,1,4,4,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
260,username_1737,3,no_verified,1,0,2,1,2,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
264,username_1738,4,no_verified,2,0,0,1,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
265,username_1739,2,no_verified,1,0,2,3,4,4,4,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
266,username_1740,0,no_verified,1,0,0,0,1,0,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
267,username_1741,0,no_verified,1,0,0,0,2,1,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
269,username_1742,0,no_verified,2,0,1,1,2,2,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
270,username_1743,2,no_verified,1,0,0,0,3,0,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
272,username_1744,2,no_verified,1,0,4,4,4,1,4,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
273,username_1745,3,no_verified,0,0,2,0,2,3,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
278,username_1746,0,no_verified,0,0,1,0,0,4,2,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
280,username_1747,4,no_verified,2,0,1,1,2,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
281,username_1748,4,no_verified,0,0,4,2,3,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
285,username_1749,0,no_verified,0,0,2,2,1,2,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
286,username_1750,0,no_verified,4,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
288,username_1751,3,no_verified,0,0,2,2,1,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
290,username_1752,0,no_verified,1,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
292,username_1753,4,no_verified,2,0,0,1,1,3,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
296,username_1754,4,no_verified,2,0,0,0,4,3,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
298,username_1755,2,no_verified,3,0,3,3,3,4,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
299,username_1756,3,no_verified,0,0,2,3,3,2,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
300,username_1757,2,no_verified,1,0,1,1,1,2,0,no_default_profile,no_default_profile_image,4,no_reply,no_quote
306,username_1758,1,no_verified,0,0,2,3,2,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
310,username_1759,0,no_verified,2,0,2,2,0,1,2,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
311,username_1760,1,no_verified,1,0,2,0,3,1,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
312,username_1761,3,no_verified,2,0,2,1,2,1,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
315,username_1762,3,no_verified,2,0,2,3,2,4,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
322,username_1763,3,no_verified,3,0,0,0,1,1,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
324,username_1764,4,no_verified,2,0,1,2,2,1,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
326,username_1765,0,no_verified,0,0,2,2,1,4,4,yes_default_profile,no_default_profile_image,0,no_reply,yes_quote
329,username_1766,2,no_verified,4,0,4,4,3,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
331,username_1767,2,no_verified,0,0,1,1,1,1,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
333,username_1768,1,no_verified,4,0,1,2,2,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
335,username_1769,0,no_verified,1,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
341,username_1770,1,no_verified,1,0,4,3,4,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
342,username_1627,1,no_verified,0,0,4,2,4,3,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
344,username_1771,2,no_verified,4,0,4,4,3,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
345,username_1772,4,no_verified,3,0,0,1,0,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
352,username_1773,2,no_verified,2,0,1,2,3,3,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
354,username_1774,2,no_verified,3,0,3,0,3,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
356,username_1775,1,no_verified,4,0,1,2,0,2,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
358,username_1776,0,no_verified,0,0,2,1,0,2,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
360,username_1777,3,no_verified,4,0,2,2,1,0,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
361,username_1778,3,no_verified,0,0,4,4,4,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
363,username_1779,0,no_verified,2,0,3,3,0,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
366,username_1780,3,no_verified,1,0,3,3,3,4,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
367,username_1781,3,no_verified,3,0,4,4,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
369,username_1782,3,no_verified,3,0,4,4,4,4,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
370,username_1783,0,no_verified,1,0,0,0,0,0,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
371,username_1784,3,no_verified,1,0,2,3,0,3,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
372,username_1785,2,no_verified,3,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
374,username_1786,4,no_verified,0,0,0,0,0,2,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
378,username_1787,4,no_verified,3,0,4,3,4,4,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
379,username_1788,4,no_verified,2,0,4,4,4,2,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
380,username_1789,0,no_verified,3,0,3,3,1,3,2,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
383,username_1790,1,no_verified,3,0,3,2,2,2,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
384,username_1791,0,no_verified,3,0,4,4,3,3,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
385,username_1792,0,no_verified,2,0,0,0,2,2,1,yes_default_profile,yes_default_profile_image,0,no_reply,no_quote
386,username_1793,4,no_verified,1,0,1,1,0,2,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
390,username_1794,4,no_verified,3,0,1,3,1,1,1,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
391,username_1795,1,no_verified,1,0,3,2,2,0,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
392,username_1796,1,no_verified,2,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
396,username_1797,1,no_verified,1,0,2,0,0,2,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
398,username_1798,3,no_verified,1,0,1,3,3,1,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
399,username_1799,4,no_verified,3,0,4,4,0,4,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
402,username_1800,0,no_verified,2,0,1,2,1,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
403,username_1801,2,no_verified,3,0,2,3,2,1,1,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
409,username_1802,0,no_verified,3,0,0,0,0,1,0,yes_default_profile,yes_default_profile_image,0,no_reply,no_quote
410,username_1803,0,no_verified,4,0,3,3,0,4,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
413,username_1804,2,no_verified,4,0,1,1,2,2,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
414,username_1805,4,no_verified,2,0,3,4,4,1,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
415,username_1806,2,no_verified,1,0,4,0,4,4,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
422,username_1807,1,no_verified,1,0,3,3,2,4,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
424,username_1808,4,no_verified,1,0,4,4,4,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
427,username_1809,2,no_verified,1,0,4,3,4,4,4,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
430,username_1810,1,no_verified,2,0,4,4,3,3,1,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
432,username_1811,0,no_verified,3,0,1,3,1,4,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
436,username_1812,4,no_verified,2,0,3,3,3,0,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
437,username_1813,0,no_verified,0,0,3,2,2,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
438,username_1814,4,no_verified,1,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
439,username_1815,2,no_verified,0,0,1,1,0,2,2,no_default_profile,no_default_profile_image,3,no_reply,no_quote
440,username_1816,3,no_verified,1,0,0,1,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
443,username_1817,3,no_verified,0,0,3,2,3,3,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
444,username_1818,0,no_verified,3,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,3,no_reply,no_quote
445,username_1819,3,no_verified,1,0,3,2,2,1,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
447,username_1820,1,no_verified,1,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
448,username_1821,2,no_verified,4,0,3,4,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
449,username_1822,2,no_verified,2,0,0,2,2,2,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
451,username_1823,2,no_verified,4,0,4,4,3,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
452,username_1824,3,no_verified,2,0,1,2,3,1,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
454,username_1825,0,no_verified,3,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
455,username_1826,3,no_verified,3,0,3,4,3,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
457,username_1827,1,no_verified,2,0,4,4,3,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
460,username_1828,2,no_verified,0,0,4,4,4,4,3,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
463,username_1829,4,no_verified,1,0,3,3,4,2,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
465,username_1830,3,no_verified,3,0,4,4,1,4,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
466,username_1831,3,no_verified,1,0,3,3,4,4,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
469,username_1832,2,no_verified,1,0,3,3,3,2,2,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
472,username_1833,2,no_verified,3,0,0,2,2,2,1,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
473,username_1834,0,no_verified,0,0,2,3,2,3,2,no_default_profile,no_default_profile_image,3,no_reply,yes_quote
474,username_1835,3,no_verified,3,0,2,2,2,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
475,username_1836,1,no_verified,0,0,2,3,3,3,3,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
479,username_1837,3,no_verified,1,0,4,4,4,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
482,username_1838,3,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
485,username_1839,2,no_verified,2,0,0,1,1,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
487,username_1840,4,no_verified,0,0,2,0,4,0,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
489,username_1841,1,no_verified,2,0,3,3,2,3,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
491,username_1842,0,no_verified,3,0,3,4,2,0,1,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
492,username_1843,2,no_verified,2,0,2,3,1,1,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
494,username_1844,4,no_verified,2,0,4,4,3,3,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
496,username_1845,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
499,username_1846,4,no_verified,0,0,3,3,3,3,1,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
501,username_1847,0,no_verified,3,0,0,0,0,1,1,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
502,username_1848,3,no_verified,3,0,3,3,4,3,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
504,username_1849,3,no_verified,1,0,2,2,2,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
505,username_1850,2,no_verified,4,0,2,2,3,3,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
506,username_1851,4,no_verified,0,0,2,1,3,3,2,yes_default_profile,no_default_profile_image,1,no_reply,yes_quote
507,username_1852,0,no_verified,1,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
509,username_1853,4,no_verified,3,0,3,4,4,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
511,username_1854,0,no_verified,2,0,4,4,1,4,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
514,username_1855,1,no_verified,1,0,0,3,1,2,2,yes_default_profile,yes_default_profile_image,2,no_reply,no_quote
517,username_1856,2,no_verified,0,0,3,3,0,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
519,username_1857,3,no_verified,2,0,3,4,3,1,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
522,username_1858,0,no_verified,3,0,1,2,2,2,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
525,username_1859,2,no_verified,3,0,1,1,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
527,username_1860,3,no_verified,4,0,3,2,3,3,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
