Dataset_index,user:masked_username,user:age_of_account_bins,user:verified,tweet:retweets_bins,tweet:favorites_bins,user:followers_bins,user:friends_bins,user:listed_bins,user:favorites_bins,user:statuses_bins,user:default_profile,user:default_profile_image,tweet:hour_bins,tweet:reply_status,tweet:quote_status
1999,username_29,3,no_verified,0,0,1,0,0,2,3,no_default_profile,no_default_profile_image,2,yes_reply,no_quote
2006,username_4,0,no_verified,0,2,1,4,1,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
2007,username_2,2,no_verified,0,2,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
2009,username_30,2,no_verified,0,0,1,3,3,2,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
2010,username_31,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
2011,username_2,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
2012,username_4,0,no_verified,0,0,1,4,1,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
2014,username_32,2,no_verified,0,0,1,4,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2015,username_33,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2016,username_34,2,no_verified,0,0,1,2,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2018,username_35,0,no_verified,0,1,0,2,1,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2019,username_36,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2020,username_37,0,no_verified,1,2,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2021,username_38,2,no_verified,0,0,0,1,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2023,username_39,2,no_verified,0,0,1,3,0,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2024,username_40,2,no_verified,0,0,0,1,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2025,username_5,0,no_verified,0,0,1,4,2,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2027,username_41,0,no_verified,0,2,0,0,0,0,0,yes_default_profile,yes_default_profile_image,1,no_reply,no_quote
2030,username_21,2,no_verified,0,0,0,4,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2031,username_42,3,no_verified,1,2,2,4,1,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2032,username_43,0,no_verified,0,1,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2034,username_44,3,no_verified,0,0,0,2,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2035,username_45,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2036,username_46,2,no_verified,0,0,0,2,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2037,username_47,3,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2038,username_48,3,no_verified,1,2,1,4,2,1,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2040,username_49,2,no_verified,0,2,1,1,0,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2041,username_50,3,no_verified,1,2,1,3,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2042,username_37,0,no_verified,1,2,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2044,username_51,2,no_verified,0,1,0,1,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2045,username_52,2,no_verified,0,0,1,1,0,2,2,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
2046,username_53,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2047,username_54,0,no_verified,0,2,0,3,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2048,username_55,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2049,username_4,0,no_verified,0,1,1,4,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2050,username_56,2,no_verified,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2054,username_57,2,no_verified,0,0,2,4,2,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2055,username_58,2,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2056,username_59,3,no_verified,0,0,0,1,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2057,username_60,3,yes_verified,1,2,2,4,3,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2058,username_61,2,no_verified,0,0,0,1,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2059,username_62,3,no_verified,0,1,1,3,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2060,username_63,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2061,username_64,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2062,username_65,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2063,username_66,1,no_verified,0,2,1,1,1,4,3,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2064,username_67,2,no_verified,0,0,2,4,1,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2065,username_68,2,no_verified,0,0,1,2,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2066,username_69,0,no_verified,0,2,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2067,username_70,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2068,username_71,2,no_verified,0,0,0,1,0,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2069,username_72,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2070,username_73,3,no_verified,0,0,1,1,0,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2071,username_74,0,no_verified,0,0,0,2,0,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
2072,username_75,3,yes_verified,1,2,2,4,3,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2073,username_37,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2074,username_76,0,no_verified,0,0,1,4,1,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2075,username_77,2,no_verified,0,0,0,0,1,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2077,username_31,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2078,username_57,2,no_verified,0,0,2,4,2,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2080,username_4,0,no_verified,0,0,1,4,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2081,username_78,3,no_verified,0,2,1,4,2,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2082,username_79,1,no_verified,0,2,0,0,0,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2083,username_80,2,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2084,username_81,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,1,no_reply,no_quote
2085,username_82,2,no_verified,0,0,1,3,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2087,username_83,0,no_verified,0,0,0,2,0,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2088,username_4,0,no_verified,0,0,1,4,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2089,username_84,3,no_verified,1,0,0,1,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2090,username_85,3,no_verified,0,0,1,4,1,1,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2091,username_86,2,no_verified,0,0,0,2,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2092,username_87,2,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2094,username_88,0,no_verified,0,0,0,1,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2095,username_89,1,no_verified,0,0,1,1,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2096,username_90,2,no_verified,0,0,0,1,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2097,username_4,0,no_verified,0,2,1,4,1,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
2098,username_91,3,no_verified,0,0,1,4,1,0,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
2099,username_57,2,no_verified,1,0,2,4,2,2,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
2103,username_35,0,no_verified,1,0,0,2,1,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2104,username_92,2,no_verified,0,0,1,4,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2105,username_35,0,no_verified,0,0,0,2,1,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2106,username_35,0,no_verified,0,0,0,2,1,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2110,username_93,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2111,username_28,2,no_verified,0,0,2,4,0,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2112,username_94,1,no_verified,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2113,username_95,3,no_verified,0,0,1,4,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2114,username_96,3,no_verified,0,0,1,4,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2115,username_97,4,no_verified,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,1,no_reply,no_quote
2116,username_66,1,no_verified,0,2,1,1,1,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2117,username_98,3,no_verified,0,0,1,1,0,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2119,username_86,2,no_verified,0,0,0,2,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2120,username_99,0,no_verified,0,0,2,4,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2123,username_100,2,no_verified,0,0,0,2,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2125,username_101,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2126,username_102,2,no_verified,0,1,1,3,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2127,username_103,2,no_verified,0,2,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2128,username_104,2,no_verified,0,0,1,2,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2129,username_105,0,no_verified,0,0,0,2,0,2,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2130,username_106,2,no_verified,0,0,0,1,0,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2131,username_107,3,no_verified,0,0,1,4,1,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2132,username_4,0,no_verified,0,0,1,4,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2134,username_5,0,no_verified,0,0,1,4,2,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2135,username_108,3,no_verified,0,0,0,1,0,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2137,username_63,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2138,username_109,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2139,username_110,0,no_verified,0,0,1,1,1,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2141,username_111,0,no_verified,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2142,username_112,2,no_verified,0,0,0,1,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2143,username_113,3,no_verified,0,0,1,1,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2144,username_114,0,no_verified,1,0,1,4,1,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2145,username_81,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,1,no_reply,no_quote
2146,username_115,3,no_verified,0,0,1,4,2,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2147,username_63,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2149,username_116,2,no_verified,0,0,1,1,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2150,username_117,0,no_verified,0,0,0,1,0,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2152,username_118,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2153,username_50,3,no_verified,0,0,1,3,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2154,username_119,2,no_verified,0,0,2,4,2,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2155,username_120,2,no_verified,0,2,0,0,0,1,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2156,username_121,1,no_verified,0,0,1,4,1,4,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2157,username_122,2,no_verified,0,0,0,0,0,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2158,username_123,1,no_verified,0,1,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2159,username_124,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2160,username_125,1,no_verified,0,2,2,4,3,4,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2161,username_99,0,no_verified,1,0,2,4,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2162,username_126,1,no_verified,0,2,1,3,1,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2163,username_127,0,no_verified,0,2,0,1,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2164,username_128,2,no_verified,0,1,1,4,1,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2165,username_118,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2167,username_129,2,no_verified,0,2,0,1,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2168,username_69,0,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2169,username_130,2,no_verified,0,0,0,1,0,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2170,username_106,2,no_verified,0,0,0,1,0,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2171,username_131,3,no_verified,1,0,1,2,1,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2172,username_132,2,no_verified,0,0,1,2,1,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2173,username_58,2,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2175,username_133,0,no_verified,0,0,1,4,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2177,username_131,3,no_verified,1,0,1,2,1,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2178,username_134,0,no_verified,1,2,1,4,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2179,username_135,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2180,username_136,3,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2181,username_137,2,no_verified,0,0,1,4,2,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2183,username_138,0,no_verified,0,0,0,1,1,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2184,username_125,1,no_verified,0,1,2,4,3,4,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2185,username_139,0,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2186,username_140,2,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2187,username_141,2,no_verified,0,0,0,0,0,0,0,yes_default_profile,yes_default_profile_image,1,no_reply,no_quote
2188,username_142,2,no_verified,0,0,1,2,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2192,username_143,2,no_verified,0,0,1,3,1,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2193,username_63,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2194,username_144,1,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2195,username_125,1,no_verified,0,0,2,4,3,4,2,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2197,username_145,2,no_verified,0,0,1,2,1,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2200,username_146,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2201,username_147,0,no_verified,0,2,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2202,username_134,0,no_verified,0,0,1,4,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2203,username_148,2,no_verified,0,2,1,4,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2204,username_149,0,no_verified,0,0,0,1,0,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2205,username_150,0,no_verified,0,2,0,0,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2206,username_102,2,no_verified,0,0,1,3,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2207,username_151,2,no_verified,0,2,1,4,1,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2209,username_152,2,no_verified,0,0,1,2,2,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2211,username_153,2,no_verified,0,0,0,2,0,1,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
2212,username_154,1,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2213,username_155,2,no_verified,0,0,1,4,0,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2215,username_156,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2216,username_157,3,no_verified,0,0,1,4,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2217,username_158,0,no_verified,0,0,0,4,1,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2218,username_159,2,no_verified,0,2,1,4,0,2,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2219,username_160,0,no_verified,0,0,0,1,0,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2220,username_126,1,no_verified,1,0,1,3,1,0,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2221,username_161,3,no_verified,0,1,0,2,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2222,username_162,2,no_verified,0,0,1,4,0,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2225,username_163,1,no_verified,0,0,1,3,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2226,username_35,0,no_verified,0,0,0,2,1,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2227,username_164,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2228,username_165,3,no_verified,0,0,0,0,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2230,username_166,2,no_verified,0,0,0,0,0,1,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2231,username_99,0,no_verified,0,0,2,4,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2234,username_167,2,no_verified,0,0,1,1,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2235,username_168,0,no_verified,0,0,0,2,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2236,username_169,0,no_verified,0,0,1,4,2,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2237,username_170,2,no_verified,0,0,0,3,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2238,username_171,0,no_verified,1,2,2,4,2,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2242,username_102,2,no_verified,0,0,1,3,1,3,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2244,username_172,2,no_verified,0,2,1,3,1,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2245,username_173,0,no_verified,1,2,0,1,0,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2246,username_35,0,no_verified,0,0,0,2,1,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2248,username_174,2,no_verified,1,0,0,0,0,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2251,username_175,2,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,yes_reply,no_quote
2252,username_176,2,no_verified,0,0,1,4,0,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2253,username_177,0,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2254,username_178,2,no_verified,1,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2255,username_99,0,no_verified,1,0,2,4,3,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2256,username_179,2,no_verified,0,0,1,2,1,2,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2257,username_180,0,no_verified,0,0,0,0,0,0,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2258,username_181,2,yes_verified,0,0,2,2,3,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2259,username_182,0,no_verified,0,0,1,4,1,3,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
2260,username_167,2,no_verified,0,0,1,1,1,2,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
2261,username_82,2,no_verified,0,0,1,3,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
