Dataset_Index,user:masked_username,user:age_of_account_bins,user:verified,tweet:retweets_bins,tweet:favorites_bins,user:followers_bins,user:friends_bins,user:listed_bins,user:favorites_bins,user:statuses_bins,user:default_profile,user:default_profile_image,tweet:hour_bins,tweet:reply_status,tweet:quote_status
38,username_29,3,no_verified,0,0,3,4,2,3,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
39,username_30,3,no_verified,1,0,4,5,3,2,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
40,username_31,0,no_verified,1,0,1,1,1,3,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
43,username_7,4,no_verified,0,0,2,4,2,0,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
46,username_32,4,no_verified,0,0,4,5,4,1,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
47,username_33,4,no_verified,0,0,1,1,1,0,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
48,username_7,4,no_verified,0,0,2,4,2,0,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
49,username_34,0,no_verified,0,0,2,2,3,4,2,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
50,username_35,1,no_verified,0,0,2,3,1,3,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
51,username_7,4,no_verified,0,0,2,4,2,0,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
53,username_7,4,no_verified,0,0,2,4,2,0,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
54,username_36,4,no_verified,0,0,3,4,3,2,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
55,username_36,4,no_verified,0,0,3,4,3,2,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
56,username_36,4,no_verified,0,0,3,4,3,2,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
57,username_37,3,no_verified,0,0,1,3,0,1,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
64,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
67,username_39,1,no_verified,0,0,1,2,0,0,2,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
69,username_40,2,no_verified,0,0,4,5,3,1,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
73,username_41,2,no_verified,0,0,1,2,0,3,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
84,username_42,3,no_verified,0,0,0,1,3,1,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
87,username_43,4,no_verified,0,0,4,5,4,4,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
89,username_44,1,no_verified,0,0,3,5,2,2,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
90,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
95,username_46,3,no_verified,0,0,0,0,1,1,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
96,username_47,2,no_verified,0,0,4,5,3,4,3,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
98,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
99,username_48,3,no_verified,0,0,1,0,2,4,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
100,username_48,3,no_verified,0,0,1,0,2,4,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
104,username_49,1,no_verified,0,0,3,4,3,4,4,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
106,username_50,1,no_verified,0,0,2,3,0,2,0,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
107,username_51,3,no_verified,1,0,4,5,4,1,4,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
109,username_39,1,no_verified,0,0,1,2,0,0,2,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
110,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
114,username_52,1,no_verified,0,0,1,2,1,1,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
115,username_53,1,no_verified,0,0,3,3,2,4,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
116,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
117,username_54,4,no_verified,0,0,3,5,3,3,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
119,username_55,4,no_verified,0,0,2,4,3,4,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
121,username_56,4,no_verified,0,0,3,2,4,4,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
126,username_57,2,no_verified,0,0,1,1,2,3,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
129,username_58,0,no_verified,0,1,4,5,4,4,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
130,username_59,2,no_verified,0,0,3,3,1,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
131,username_59,2,no_verified,1,0,3,3,1,3,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
133,username_60,2,no_verified,0,0,3,5,1,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
135,username_61,1,no_verified,0,0,1,1,0,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
137,username_62,3,no_verified,0,0,3,3,1,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
138,username_62,3,no_verified,0,0,3,3,1,2,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
146,username_63,1,no_verified,0,0,2,2,3,4,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
148,username_53,1,no_verified,0,0,3,3,2,4,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
149,username_64,0,no_verified,0,0,1,3,0,4,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
152,username_39,1,no_verified,0,0,1,2,0,0,2,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
156,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
157,username_46,3,no_verified,0,0,0,0,1,1,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
159,username_39,1,no_verified,0,1,1,2,0,0,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
160,username_39,1,no_verified,0,0,1,2,0,0,2,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
164,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
165,username_65,4,no_verified,0,0,1,1,0,0,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
169,username_66,1,no_verified,1,1,4,0,4,3,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
174,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
177,username_67,2,no_verified,0,0,2,3,3,1,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
181,username_44,1,no_verified,0,0,3,5,2,2,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
183,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
187,username_53,1,no_verified,0,0,3,3,2,4,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
191,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
193,username_68,2,no_verified,0,0,1,1,0,1,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
194,username_69,0,no_verified,0,0,0,0,1,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
195,username_61,1,no_verified,0,0,1,1,0,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
205,username_70,2,no_verified,0,0,1,2,0,1,0,no_default_profile,no_default_profile_image,4,no_reply,no_quote
208,username_71,1,no_verified,0,0,2,4,0,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
210,username_41,2,no_verified,0,0,1,2,0,3,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
211,username_44,1,no_verified,0,0,3,5,2,2,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
214,username_65,4,no_verified,0,0,1,1,0,0,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
217,username_60,2,no_verified,0,0,3,5,1,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
219,username_39,1,no_verified,0,0,1,2,0,0,2,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
222,username_72,4,no_verified,0,0,3,2,3,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
223,username_53,1,no_verified,0,0,3,3,2,4,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
225,username_73,1,no_verified,0,0,0,2,0,1,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
228,username_39,1,no_verified,0,0,1,2,0,0,2,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
229,username_39,1,no_verified,0,0,1,2,0,0,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
231,username_74,3,no_verified,0,0,3,2,0,3,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
233,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
234,username_75,3,no_verified,0,0,2,3,2,2,3,no_default_profile,no_default_profile_image,3,yes_reply,no_quote
236,username_76,0,no_verified,0,0,0,0,0,3,0,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
237,username_77,3,no_verified,0,0,3,5,3,1,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
238,username_77,3,no_verified,0,0,3,5,3,1,3,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
239,username_59,2,no_verified,0,0,3,3,1,3,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
240,username_62,3,no_verified,0,0,3,3,1,2,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
244,username_48,3,no_verified,0,0,1,0,2,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
246,username_44,1,no_verified,0,0,3,5,2,2,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
247,username_78,0,no_verified,0,0,2,1,0,3,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
250,username_79,3,no_verified,0,0,3,4,3,4,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
251,username_80,1,no_verified,0,0,3,0,3,2,4,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
252,username_81,4,no_verified,0,0,3,4,2,1,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
255,username_72,4,no_verified,0,0,3,2,3,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
266,username_82,2,no_verified,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
267,username_82,2,no_verified,0,0,3,4,2,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
269,username_83,0,no_verified,0,0,4,0,3,4,4,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
270,username_84,0,no_verified,0,0,1,1,3,4,2,no_default_profile,no_default_profile_image,4,yes_reply,no_quote
271,username_85,0,no_verified,1,1,2,2,0,4,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
273,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
274,username_73,1,no_verified,0,0,0,2,0,1,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
284,username_45,0,no_verified,0,1,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
289,username_86,1,no_verified,0,0,0,0,0,3,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
290,username_86,1,no_verified,0,0,0,0,0,3,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
293,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
295,username_60,2,no_verified,0,0,3,5,1,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
296,username_48,3,no_verified,0,0,1,0,2,4,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
300,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
302,username_61,1,no_verified,0,0,1,1,0,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
304,username_59,2,no_verified,0,0,3,3,1,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
307,username_45,0,no_verified,0,1,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
310,username_73,1,no_verified,0,0,0,2,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
311,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
312,username_87,0,no_verified,0,0,1,3,1,2,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
317,username_43,4,no_verified,0,0,4,5,4,4,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
318,username_44,1,no_verified,0,0,3,5,2,2,4,no_default_profile,no_default_profile_image,0,no_reply,no_quote
320,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
325,username_74,3,no_verified,0,0,3,2,0,3,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
327,username_74,3,no_verified,0,0,3,2,0,3,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
329,username_88,2,no_verified,0,0,3,2,2,3,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
330,username_89,4,no_verified,0,0,4,5,4,2,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
334,username_90,2,no_verified,0,0,0,2,0,3,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
335,username_68,2,no_verified,0,0,1,1,0,1,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
338,username_77,3,no_verified,0,0,3,5,3,1,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
342,username_91,2,no_verified,0,0,4,5,4,0,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
343,username_89,4,no_verified,0,0,4,5,4,2,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
345,username_92,2,no_verified,0,0,0,1,2,3,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
349,username_44,1,no_verified,0,0,3,5,2,2,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
351,username_93,1,no_verified,0,0,2,1,0,3,3,no_default_profile,no_default_profile_image,2,no_reply,no_quote
353,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
355,username_41,2,no_verified,0,0,1,2,0,3,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
358,username_94,1,no_verified,0,0,2,2,0,2,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
360,username_74,3,no_verified,0,0,3,2,0,3,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
362,username_60,2,no_verified,0,0,3,5,1,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
365,username_95,1,no_verified,0,0,2,2,4,4,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
366,username_74,3,no_verified,0,0,3,2,0,3,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
367,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
370,username_96,1,no_verified,0,0,1,0,2,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
374,username_73,1,no_verified,0,0,0,2,0,1,0,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
375,username_53,1,no_verified,0,0,3,3,2,4,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
379,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
380,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
381,username_97,3,no_verified,1,1,2,1,2,4,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
382,username_98,0,no_verified,0,0,1,1,1,1,0,no_default_profile,no_default_profile_image,2,no_reply,no_quote
393,username_65,4,no_verified,0,0,1,1,0,0,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
394,username_58,0,no_verified,0,1,4,5,4,4,1,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
395,username_44,1,no_verified,0,0,3,5,2,2,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
403,username_99,3,no_verified,0,0,2,2,2,1,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
405,username_62,3,no_verified,0,0,3,3,1,2,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
407,username_46,3,no_verified,0,0,0,0,1,1,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
413,username_62,3,no_verified,0,0,3,3,1,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
414,username_45,0,no_verified,0,0,2,2,2,4,3,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
416,username_100,1,no_verified,0,0,3,4,2,4,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
417,username_101,3,no_verified,0,0,3,3,3,0,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
421,username_61,1,no_verified,0,0,1,1,0,1,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
422,username_45,0,no_verified,0,1,2,2,2,4,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
425,username_102,0,no_verified,0,0,1,3,2,3,1,no_default_profile,no_default_profile_image,2,no_reply,no_quote
427,username_103,0,no_verified,0,0,4,0,4,3,1,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
428,username_104,0,no_verified,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
429,username_1,3,no_verified,1,0,4,4,4,2,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
430,username_105,0,no_verified,0,1,2,2,1,4,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
432,username_88,2,no_verified,0,1,3,2,2,3,2,no_default_profile,no_default_profile_image,4,no_reply,no_quote
433,username_106,0,no_verified,0,0,1,1,1,1,2,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
434,username_107,4,no_verified,0,0,2,3,3,2,3,no_default_profile,no_default_profile_image,4,no_reply,no_quote
435,username_108,0,no_verified,0,0,4,0,4,4,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
436,username_109,0,no_verified,0,1,1,1,0,2,0,no_default_profile,no_default_profile_image,4,no_reply,no_quote
441,username_110,2,no_verified,0,0,3,3,3,4,4,no_default_profile,no_default_profile_image,0,yes_reply,no_quote
444,username_111,4,no_verified,0,0,4,5,4,3,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
446,username_112,3,no_verified,1,1,4,4,3,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
447,username_113,3,no_verified,0,0,0,0,1,0,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
449,username_114,1,no_verified,0,0,0,1,0,1,0,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
451,username_115,3,no_verified,0,0,0,1,1,0,1,no_default_profile,no_default_profile_image,1,no_reply,no_quote
452,username_116,1,no_verified,0,0,0,0,0,1,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
454,username_117,0,no_verified,0,0,0,1,0,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
456,username_63,1,no_verified,0,1,2,2,3,4,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
457,username_118,0,no_verified,0,0,0,0,0,1,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
458,username_119,2,no_verified,0,0,2,3,2,4,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
460,username_102,0,no_verified,0,0,1,3,2,3,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
461,username_120,4,no_verified,0,0,0,0,0,1,0,no_default_profile,no_default_profile_image,0,no_reply,no_quote
462,username_121,3,no_verified,0,0,2,3,3,2,3,yes_default_profile,no_default_profile_image,3,no_reply,no_quote
463,username_122,4,no_verified,0,0,2,4,3,2,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
464,username_123,1,no_verified,0,0,3,0,0,3,1,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
467,username_124,3,no_verified,0,1,4,4,4,4,3,no_default_profile,no_default_profile_image,3,no_reply,no_quote
469,username_125,4,no_verified,0,1,3,5,4,4,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
470,username_38,4,no_verified,0,0,3,4,3,3,4,no_default_profile,no_default_profile_image,4,no_reply,no_quote
471,username_126,3,no_verified,0,0,2,2,3,4,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
475,username_127,0,no_verified,0,0,2,3,3,3,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
478,username_128,1,no_verified,0,0,4,4,1,4,3,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
479,username_129,0,no_verified,0,0,3,3,1,4,4,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
480,username_130,2,no_verified,0,0,3,3,2,4,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
484,username_131,1,no_verified,0,0,3,4,1,1,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
485,username_132,2,no_verified,0,0,2,4,2,0,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
488,username_133,4,no_verified,0,0,3,4,4,3,3,yes_default_profile,no_default_profile_image,4,no_reply,no_quote
489,username_134,4,no_verified,0,0,4,4,4,3,4,no_default_profile,no_default_profile_image,1,yes_reply,no_quote
491,username_135,3,no_verified,0,0,1,0,2,2,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
493,username_62,3,no_verified,0,0,3,3,1,2,1,no_default_profile,no_default_profile_image,0,no_reply,no_quote
494,username_136,1,no_verified,0,0,0,1,0,2,0,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
498,username_137,1,no_verified,0,0,1,1,2,0,2,yes_default_profile,no_default_profile_image,1,no_reply,no_quote
501,username_138,0,no_verified,0,0,4,5,4,2,4,yes_default_profile,no_default_profile_image,0,yes_reply,no_quote
503,username_139,4,no_verified,1,1,0,3,3,4,2,no_default_profile,no_default_profile_image,2,no_reply,no_quote
504,username_140,4,no_verified,0,0,2,1,0,2,0,no_default_profile,no_default_profile_image,4,no_reply,no_quote
505,username_141,3,no_verified,0,0,3,0,4,1,0,no_default_profile,no_default_profile_image,3,no_reply,no_quote
506,username_142,1,no_verified,0,1,3,2,3,4,3,no_default_profile,no_default_profile_image,1,no_reply,no_quote
507,username_36,4,no_verified,0,0,3,4,3,2,4,no_default_profile,no_default_profile_image,2,no_reply,no_quote
508,username_143,1,no_verified,0,1,3,4,4,4,4,no_default_profile,no_default_profile_image,1,no_reply,no_quote
509,username_36,4,no_verified,0,0,3,4,3,2,4,no_default_profile,no_default_profile_image,3,no_reply,no_quote
510,username_144,3,no_verified,0,0,2,2,0,1,2,no_default_profile,no_default_profile_image,1,no_reply,no_quote
511,username_145,0,no_verified,0,0,0,0,1,0,0,no_default_profile,no_default_profile_image,1,no_reply,no_quote
513,username_62,3,no_verified,0,0,3,3,1,2,1,no_default_profile,no_default_profile_image,4,no_reply,no_quote
515,username_63,1,no_verified,0,0,2,2,3,4,2,no_default_profile,no_default_profile_image,0,no_reply,no_quote
519,username_146,0,no_verified,0,0,0,0,1,0,0,yes_default_profile,no_default_profile_image,2,no_reply,no_quote
520,username_137,1,no_verified,0,0,1,1,2,0,2,yes_default_profile,no_default_profile_image,0,no_reply,no_quote
523,username_147,3,no_verified,0,0,2,3,3,4,1,no_default_profile,no_default_profile_image,3,no_reply,no_quote
524,username_148,0,no_verified,0,0,0,1,2,3,3,no_default_profile,no_default_profile_image,0,no_reply,no_quote
